TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,MRG,REGULARITY,CHURN
K > 24 month,700.0,2.0,700.0,233.0,2.0,1023.0,81.0,34.0,NO,14,1
K > 24 month,200.0,1.0,193.0,64.0,1.0,113.0,44.0,0.0,NO,8,1
K > 24 month,2000.0,3.0,1982.0,661.0,5.0,2389.0,13.0,1.0,NO,6,1
K > 24 month,5000.0,19.0,4980.0,1660.0,19.0,3124.0,957.0,54.0,NO,30,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,1.0,15.0,NO,9,1
K > 24 month,8350.0,22.0,9514.0,3171.0,32.0,10109.0,2.0,2.0,NO,57,1
K > 24 month,3000.0,12.0,3150.0,1050.0,14.0,5089.0,0.0,6.0,NO,12,1
K > 24 month,3700.0,8.0,4186.0,1395.0,9.0,0.0,1185.0,65.0,NO,25,1
K > 24 month,500.0,2.0,500.0,167.0,2.0,41.0,145.0,1.0,NO,2,1
K > 24 month,13700.0,19.0,13952.0,4651.0,34.0,22454.0,136.0,59.0,NO,62,1
K > 24 month,1500.0,9.0,1732.0,577.0,13.0,449.0,4.0,14.0,NO,28,1
K > 24 month,700.0,2.0,699.0,233.0,5.0,6.0,1.0,2.0,NO,18,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,1.0,7.0,NO,10,1
K > 24 month,500.0,1.0,498.0,166.0,3.0,0.0,1.0,3.0,NO,12,1
K > 24 month,1800.0,6.0,2022.0,674.0,10.0,1844.0,8.0,5.0,NO,3,1
K > 24 month,1300.0,6.0,1446.0,482.0,10.0,1005.0,2.0,3.0,NO,15,1
K > 24 month,2200.0,14.0,2298.0,766.0,17.0,1061.0,0.0,4.0,NO,6,1
I 18-21 month,1000.0,2.0,718.0,239.0,2.0,54.0,2.0,4.0,NO,3,1
K > 24 month,1500.0,3.0,1491.0,497.0,5.0,680.0,0.0,4.0,NO,17,1
K > 24 month,3000.0,6.0,3498.0,1166.0,14.0,7823.0,89.0,10.0,NO,34,1
K > 24 month,6300.0,19.0,6271.0,2090.0,25.0,11159.0,1.0,18.0,NO,58,1
K > 24 month,4450.0,12.0,4201.0,1400.0,15.0,12.0,28.0,93.0,NO,11,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,40.0,28.0,NO,32,1
I 18-21 month,500.0,2.0,500.0,167.0,2.0,99.0,3.0,1.0,NO,10,1
K > 24 month,6050.0,25.0,7042.0,2347.0,24.0,4786.0,11.0,41.0,NO,2,1
K > 24 month,3500.0,7.0,3500.0,1167.0,12.0,5247.0,1.0,89.0,NO,11,1
I 18-21 month,4100.0,23.0,4250.0,1417.0,29.0,1569.0,3.0,7.0,NO,43,1
K > 24 month,18500.0,8.0,18915.0,6305.0,11.0,1086.0,1.0,90.0,NO,8,1
K > 24 month,1250.0,5.0,1250.0,417.0,5.0,5.0,174.0,21.0,NO,40,1
K > 24 month,7500.0,15.0,7243.0,2414.0,20.0,13245.0,1.0,6.0,NO,52,1
K > 24 month,5700.0,18.0,5835.0,1945.0,20.0,268.0,0.0,39.0,NO,32,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,12.0,11.0,NO,9,1
K > 24 month,14500.0,5.0,15493.0,5164.0,7.0,20389.0,8.0,79.0,NO,1,1
K > 24 month,1500.0,2.0,1500.0,500.0,3.0,0.0,6.0,19.0,NO,4,1
K > 24 month,1000.0,2.0,1010.0,337.0,3.0,2904.0,0.0,0.0,NO,36,1
K > 24 month,25700.0,39.0,26699.0,8900.0,45.0,578.0,468.0,523.0,NO,62,1
K > 24 month,4200.0,9.0,4197.0,1399.0,12.0,5188.0,1.0,36.0,NO,2,1
K > 24 month,1500.0,7.0,1508.0,503.0,7.0,759.0,1.0,2.0,NO,9,1
K > 24 month,1500.0,3.0,1259.0,420.0,4.0,2014.0,0.0,6.0,NO,11,1
K > 24 month,1500.0,2.0,1500.0,500.0,4.0,2.0,42.0,29.0,NO,14,1
K > 24 month,3050.0,24.0,3350.0,1117.0,26.0,3374.0,1.0,2.0,NO,27,1
K > 24 month,37450.0,78.0,38901.0,12967.0,74.0,20789.0,4406.0,241.0,NO,62,1
K > 24 month,3500.0,6.0,3501.0,1167.0,6.0,6497.0,1.0,4.0,NO,26,1
K > 24 month,100.0,1.0,81.0,27.0,3.0,832.0,5.0,0.0,NO,7,1
K > 24 month,1000.0,2.0,993.0,331.0,3.0,2047.0,6.0,12.0,NO,11,1
K > 24 month,2450.0,4.0,2550.0,850.0,23.0,1377.0,24.0,27.0,NO,22,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,19.0,2.0,NO,12,1
K > 24 month,2500.0,6.0,4499.0,1500.0,9.0,7166.0,0.0,8.0,NO,58,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,50.0,16.0,19.0,NO,5,1
K > 24 month,4200.0,23.0,4261.0,1420.0,25.0,4029.0,1.0,2.0,NO,22,1
K > 24 month,1550.0,7.0,1551.0,517.0,8.0,0.0,26.0,4.0,NO,18,1
K > 24 month,6100.0,7.0,5800.0,1933.0,7.0,232.0,12.0,26.0,NO,50,1
K > 24 month,1000.0,1.0,1000.0,333.0,2.0,331.0,0.0,25.0,NO,22,1
K > 24 month,5500.0,9.0,5497.0,1832.0,12.0,12183.0,14.0,1.0,NO,35,1
K > 24 month,1500.0,3.0,2000.0,667.0,4.0,0.0,25.0,41.0,NO,22,1
K > 24 month,3500.0,7.0,3500.0,1167.0,7.0,0.0,42.0,87.0,NO,29,1
K > 24 month,2500.0,5.0,3000.0,1000.0,5.0,0.0,3.0,48.0,NO,9,1
I 18-21 month,500.0,3.0,80.0,27.0,3.0,2.0,1.0,0.0,NO,4,1
K > 24 month,1600.0,4.0,1586.0,529.0,4.0,4.0,18.0,26.0,NO,12,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,1031.0,5.0,8.0,NO,11,1
K > 24 month,4500.0,9.0,5100.0,1700.0,10.0,0.0,29.0,167.0,NO,7,1
K > 24 month,14000.0,17.0,14000.0,4667.0,18.0,775.0,79.0,47.0,NO,36,1
K > 24 month,2900.0,6.0,3400.0,1133.0,8.0,988.0,1.0,2.0,NO,11,1
K > 24 month,700.0,2.0,696.0,232.0,5.0,1.0,3.0,0.0,NO,11,1
I 18-21 month,8000.0,18.0,8712.0,2904.0,24.0,6839.0,8.0,81.0,NO,51,1
K > 24 month,5500.0,11.0,5497.0,1832.0,12.0,544.0,0.0,11.0,NO,22,1
K > 24 month,9000.0,9.0,9000.0,3000.0,11.0,809.0,0.0,8.0,NO,22,1
K > 24 month,1700.0,5.0,1689.0,563.0,6.0,3066.0,9.0,11.0,NO,24,1
K > 24 month,5500.0,10.0,5489.0,1830.0,10.0,10439.0,8.0,31.0,NO,4,1
K > 24 month,350.0,2.0,340.0,113.0,3.0,52.0,7.0,0.0,NO,14,1
K > 24 month,900.0,3.0,789.0,263.0,9.0,0.0,2.0,5.0,NO,27,1
K > 24 month,7950.0,11.0,7950.0,2650.0,11.0,1208.0,336.0,182.0,NO,29,1
K > 24 month,2600.0,10.0,2798.0,933.0,18.0,1.0,3.0,29.0,NO,14,1
K > 24 month,1100.0,9.0,1099.0,366.0,9.0,449.0,1.0,2.0,NO,23,1
K > 24 month,2500.0,5.0,2793.0,931.0,13.0,4477.0,3.0,1.0,NO,11,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,225.0,2.0,5.0,NO,3,1
K > 24 month,600.0,2.0,1104.0,368.0,4.0,16.0,8.0,26.0,NO,20,1
K > 24 month,6800.0,17.0,6523.0,2174.0,28.0,7221.0,5.0,22.0,NO,47,1
K > 24 month,1500.0,3.0,1951.0,650.0,3.0,1086.0,24.0,2.0,NO,2,1
K > 24 month,500.0,3.0,499.0,166.0,3.0,0.0,0.0,1.0,NO,13,1
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,1174.0,2.0,52.0,NO,2,1
K > 24 month,3500.0,5.0,3490.0,1163.0,5.0,915.0,5.0,41.0,NO,20,1
K > 24 month,1200.0,3.0,1200.0,400.0,5.0,1121.0,1.0,33.0,NO,10,1
K > 24 month,100.0,1.0,100.0,33.0,1.0,100.0,0.0,20.0,NO,4,1
K > 24 month,5700.0,13.0,5263.0,1754.0,20.0,3397.0,7.0,36.0,NO,58,1
K > 24 month,800.0,4.0,800.0,267.0,4.0,180.0,4.0,57.0,NO,8,1
K > 24 month,3700.0,7.0,4899.0,1633.0,10.0,2980.0,13.0,51.0,NO,18,1
K > 24 month,3000.0,6.0,3500.0,1167.0,7.0,900.0,135.0,206.0,NO,18,1
K > 24 month,4400.0,10.0,4403.0,1468.0,10.0,100.0,6.0,83.0,NO,6,1
K > 24 month,2500.0,3.0,2481.0,827.0,4.0,6252.0,13.0,10.0,NO,48,1
K > 24 month,2000.0,6.0,1681.0,560.0,6.0,268.0,141.0,21.0,NO,3,1
K > 24 month,1600.0,5.0,1582.0,527.0,6.0,141.0,17.0,1.0,NO,33,1
K > 24 month,2800.0,8.0,2800.0,933.0,8.0,283.0,39.0,34.0,NO,27,1
K > 24 month,500.0,1.0,500.0,167.0,4.0,164.0,7.0,1.0,NO,13,1
K > 24 month,2000.0,3.0,2000.0,667.0,3.0,0.0,27.0,32.0,NO,12,1
K > 24 month,1700.0,3.0,1690.0,563.0,5.0,1903.0,2.0,4.0,NO,16,1
K > 24 month,8050.0,11.0,8051.0,2684.0,12.0,9227.0,1817.0,64.0,NO,57,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,520.0,30.0,15.0,NO,14,1
K > 24 month,3000.0,3.0,2990.0,997.0,5.0,6295.0,2.0,19.0,NO,25,1
K > 24 month,2500.0,4.0,2100.0,700.0,5.0,1.0,18.0,79.0,NO,20,1
K > 24 month,3600.0,13.0,4307.0,1436.0,18.0,615.0,166.0,40.0,NO,51,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,692.0,3.0,5.0,NO,7,1
K > 24 month,7000.0,3.0,6999.0,2333.0,5.0,2567.0,405.0,439.0,NO,17,1
K > 24 month,17800.0,34.0,18298.0,6099.0,35.0,450.0,20.0,374.0,NO,62,1
K > 24 month,4150.0,18.0,4849.0,1616.0,22.0,3373.0,1.0,21.0,NO,37,1
K > 24 month,5200.0,10.0,5697.0,1899.0,20.0,10021.0,41.0,54.0,NO,60,1
K > 24 month,4150.0,9.0,4050.0,1350.0,10.0,914.0,33.0,65.0,NO,13,1
J 21-24 month,15500.0,12.0,15641.0,5214.0,11.0,1054.0,39.0,29.0,NO,6,1
K > 24 month,2750.0,8.0,2600.0,867.0,9.0,4.0,0.0,93.0,NO,38,1
K > 24 month,1600.0,2.0,1081.0,360.0,4.0,2048.0,22.0,33.0,NO,11,1
K > 24 month,1500.0,3.0,1502.0,501.0,3.0,0.0,0.0,12.0,NO,13,1
K > 24 month,23500.0,46.0,23995.0,7998.0,65.0,22206.0,557.0,529.0,NO,54,1
K > 24 month,2800.0,14.0,2788.0,929.0,21.0,1933.0,2.0,2.0,NO,50,1
K > 24 month,4500.0,8.0,4500.0,1500.0,9.0,2.0,78.0,118.0,NO,44,1
H 15-18 month,3200.0,19.0,3502.0,1167.0,21.0,2094.0,53.0,3.0,NO,10,1
K > 24 month,7100.0,11.0,7601.0,2534.0,14.0,0.0,54.0,125.0,NO,29,1
K > 24 month,750.0,3.0,500.0,167.0,2.0,4.0,1.0,9.0,NO,11,1
K > 24 month,400.0,4.0,399.0,133.0,5.0,0.0,1.0,3.0,NO,32,1
K > 24 month,12450.0,16.0,12850.0,4283.0,17.0,17058.0,46.0,171.0,NO,10,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,351.0,1.0,0.0,NO,9,1
K > 24 month,900.0,3.0,894.0,298.0,4.0,597.0,351.0,26.0,NO,1,1
K > 24 month,1250.0,4.0,1250.0,417.0,3.0,649.0,1.0,12.0,NO,1,1
K > 24 month,500.0,1.0,502.0,167.0,3.0,288.0,9.0,3.0,NO,9,1
K > 24 month,7500.0,15.0,7511.0,2504.0,18.0,439.0,67.0,223.0,NO,41,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,150.0,43.0,0.0,NO,6,1
K > 24 month,4750.0,7.0,5996.0,1999.0,11.0,7431.0,112.0,18.0,NO,62,1
K > 24 month,1000.0,2.0,1007.0,336.0,5.0,0.0,22.0,3.0,NO,8,1
K > 24 month,1200.0,4.0,990.0,330.0,5.0,168.0,202.0,12.0,NO,4,1
K > 24 month,1500.0,3.0,2482.0,827.0,6.0,2338.0,9.0,39.0,NO,12,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,414.0,21.0,12.0,NO,7,1
K > 24 month,4900.0,7.0,4885.0,1628.0,11.0,6902.0,1.0,21.0,NO,52,1
K > 24 month,1500.0,2.0,1500.0,500.0,3.0,1744.0,1.0,28.0,NO,18,1
K > 24 month,10000.0,13.0,9999.0,3333.0,14.0,46125.0,4.0,6.0,NO,46,1
K > 24 month,1050.0,5.0,1046.0,349.0,5.0,1022.0,0.0,2.0,NO,12,1
K > 24 month,700.0,2.0,681.0,227.0,4.0,1811.0,8.0,1.0,NO,20,1
K > 24 month,2200.0,7.0,2283.0,761.0,10.0,142.0,5.0,3.0,NO,14,1
K > 24 month,2000.0,3.0,1990.0,663.0,6.0,1735.0,1.0,4.0,NO,6,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,7.0,12.0,NO,12,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,23.0,21.0,4.0,NO,24,1
K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,33.0,59.0,NO,25,1
K > 24 month,1100.0,3.0,1600.0,533.0,5.0,0.0,5.0,28.0,NO,16,1
K > 24 month,6000.0,12.0,6001.0,2000.0,13.0,91.0,6.0,137.0,NO,30,1
K > 24 month,100.0,1.0,100.0,33.0,2.0,1.0,20.0,1.0,NO,1,1
K > 24 month,1750.0,7.0,1750.0,583.0,7.0,1038.0,1.0,5.0,NO,13,1
K > 24 month,1500.0,2.0,1500.0,500.0,3.0,0.0,23.0,17.0,NO,13,1
K > 24 month,2000.0,4.0,2013.0,671.0,5.0,2442.0,19.0,12.0,NO,17,1
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,82.0,19.0,NO,20,1
K > 24 month,1200.0,5.0,1195.0,398.0,7.0,27.0,20.0,20.0,NO,39,1
K > 24 month,13100.0,21.0,13099.0,4366.0,21.0,20409.0,0.0,97.0,NO,49,1
K > 24 month,3400.0,11.0,3382.0,1127.0,11.0,5946.0,4.0,1.0,NO,51,1
K > 24 month,3000.0,1.0,3010.0,1003.0,2.0,919.0,9.0,68.0,NO,14,1
K > 24 month,4100.0,12.0,4598.0,1533.0,20.0,649.0,645.0,50.0,NO,17,1
K > 24 month,300.0,2.0,408.0,136.0,8.0,493.0,3.0,0.0,NO,51,1
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,722.0,106.0,102.0,NO,24,1
K > 24 month,1200.0,3.0,1100.0,367.0,3.0,2.0,10.0,56.0,NO,15,1
I 18-21 month,1000.0,1.0,1000.0,333.0,1.0,0.0,2.0,31.0,NO,8,1
K > 24 month,4250.0,10.0,4228.0,1409.0,12.0,6934.0,1.0,5.0,NO,35,1
K > 24 month,5000.0,5.0,3004.0,1001.0,5.0,3305.0,3.0,5.0,NO,26,1
K > 24 month,3500.0,6.0,3984.0,1328.0,7.0,571.0,117.0,48.0,NO,25,1
K > 24 month,1700.0,3.0,1700.0,567.0,3.0,0.0,197.0,6.0,NO,10,1
K > 24 month,1500.0,2.0,1771.0,590.0,3.0,633.0,4.0,9.0,NO,3,1
K > 24 month,4000.0,8.0,4491.0,1497.0,15.0,896.0,18.0,52.0,NO,38,1
K > 24 month,3000.0,5.0,2999.0,1000.0,10.0,2113.0,6.0,22.0,NO,20,1
K > 24 month,2000.0,3.0,2000.0,667.0,3.0,3834.0,0.0,35.0,NO,31,1
K > 24 month,200.0,1.0,193.0,64.0,1.0,58.0,1.0,1.0,NO,19,1
K > 24 month,8000.0,2.0,8000.0,2667.0,2.0,20618.0,19.0,19.0,NO,26,1
K > 24 month,19000.0,5.0,17367.0,5789.0,7.0,562.0,1.0,101.0,NO,5,1
K > 24 month,750.0,2.0,1100.0,367.0,4.0,316.0,8.0,2.0,NO,10,1
K > 24 month,2300.0,7.0,2252.0,751.0,8.0,96.0,28.0,28.0,NO,37,1
K > 24 month,300.0,1.0,251.0,84.0,1.0,0.0,22.0,9.0,NO,10,1
K > 24 month,1800.0,4.0,1800.0,600.0,5.0,2714.0,9.0,177.0,NO,21,1
K > 24 month,3250.0,15.0,3501.0,1167.0,21.0,1331.0,2.0,15.0,NO,20,1
F 9-12 month,3650.0,18.0,3855.0,1285.0,20.0,0.0,200.0,107.0,NO,26,1
K > 24 month,1000.0,2.0,981.0,327.0,4.0,420.0,4.0,1.0,NO,2,1
K > 24 month,600.0,4.0,610.0,203.0,6.0,299.0,49.0,2.0,NO,14,1
K > 24 month,11500.0,22.0,13500.0,4500.0,24.0,1.0,50.0,310.0,NO,24,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,22.0,7.0,NO,9,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,1.0,0.0,3.0,NO,2,1
K > 24 month,300.0,1.0,300.0,100.0,4.0,0.0,0.0,11.0,NO,3,1
K > 24 month,500.0,1.0,491.0,164.0,1.0,0.0,9.0,4.0,NO,16,1
K > 24 month,3500.0,28.0,4000.0,1333.0,32.0,2027.0,0.0,2.0,NO,58,1
K > 24 month,900.0,3.0,676.0,225.0,3.0,138.0,33.0,9.0,NO,3,1
K > 24 month,2600.0,17.0,2990.0,997.0,19.0,3952.0,6.0,4.0,NO,16,1
K > 24 month,500.0,1.0,496.0,165.0,4.0,931.0,6.0,7.0,NO,3,1
K > 24 month,4850.0,7.0,4849.0,1616.0,9.0,7168.0,16.0,1.0,NO,18,1
G 12-15 month,400.0,2.0,401.0,134.0,4.0,890.0,16.0,3.0,NO,23,1
K > 24 month,500.0,1.0,500.0,167.0,3.0,477.0,0.0,12.0,NO,24,1
K > 24 month,3000.0,6.0,3002.0,1001.0,9.0,5955.0,3.0,12.0,NO,3,1
K > 24 month,1000.0,1.0,1000.0,333.0,2.0,123.0,63.0,15.0,NO,23,1
K > 24 month,500.0,1.0,990.0,330.0,5.0,0.0,15.0,3.0,NO,20,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,1.0,1.0,NO,3,1
K > 24 month,6700.0,11.0,7565.0,2522.0,15.0,14610.0,1.0,1.0,NO,61,1
K > 24 month,2300.0,4.0,1829.0,610.0,5.0,172.0,5.0,15.0,NO,34,1
K > 24 month,1500.0,3.0,1499.0,500.0,5.0,2940.0,12.0,0.0,NO,9,1
K > 24 month,9900.0,16.0,10001.0,3334.0,21.0,5.0,97.0,144.0,NO,34,1
K > 24 month,1350.0,9.0,1889.0,630.0,12.0,1691.0,3.0,2.0,NO,12,1
K > 24 month,2500.0,5.0,3000.0,1000.0,6.0,1.0,3.0,295.0,NO,14,1
K > 24 month,25500.0,23.0,27499.0,9166.0,29.0,5641.0,64.0,43.0,NO,61,1
K > 24 month,1500.0,2.0,1492.0,497.0,3.0,5139.0,59.0,9.0,NO,19,1
K > 24 month,1500.0,3.0,2500.0,833.0,5.0,0.0,3.0,38.0,NO,7,1
K > 24 month,700.0,3.0,687.0,229.0,3.0,0.0,13.0,7.0,NO,12,1
K > 24 month,12500.0,25.0,12999.0,4333.0,31.0,17464.0,0.0,0.0,NO,24,1
G 12-15 month,1600.0,4.0,1511.0,504.0,4.0,49.0,26.0,40.0,NO,8,1
K > 24 month,5300.0,15.0,5301.0,1767.0,19.0,1413.0,70.0,38.0,NO,39,1
K > 24 month,700.0,5.0,703.0,234.0,10.0,0.0,0.0,2.0,NO,9,1
K > 24 month,1800.0,3.0,1795.0,598.0,5.0,533.0,2.0,5.0,NO,23,1
K > 24 month,3100.0,7.0,3596.0,1199.0,9.0,4908.0,3.0,21.0,NO,8,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,8.0,9.0,NO,5,1
K > 24 month,1500.0,3.0,1490.0,497.0,4.0,3662.0,25.0,8.0,NO,3,1
K > 24 month,250.0,1.0,165.0,55.0,2.0,157.0,9.0,0.0,NO,7,1
K > 24 month,12300.0,30.0,11542.0,3847.0,33.0,15422.0,33.0,31.0,NO,61,1
K > 24 month,2500.0,4.0,2516.0,839.0,6.0,4119.0,16.0,36.0,NO,37,1
K > 24 month,2000.0,4.0,1999.0,666.0,7.0,1122.0,31.0,5.0,NO,35,1
K > 24 month,2000.0,2.0,2000.0,667.0,3.0,1798.0,0.0,10.0,NO,33,1
K > 24 month,8150.0,32.0,8344.0,2781.0,36.0,5445.0,151.0,38.0,NO,36,1
K > 24 month,4500.0,9.0,4500.0,1500.0,9.0,0.0,10.0,85.0,NO,29,1
I 18-21 month,2950.0,17.0,1194.0,398.0,23.0,0.0,8.0,12.0,NO,31,1
K > 24 month,500.0,1.0,500.0,167.0,2.0,59.0,0.0,0.0,NO,14,1
K > 24 month,4200.0,9.0,4191.0,1397.0,9.0,3.0,64.0,71.0,NO,36,1
K > 24 month,2500.0,4.0,2501.0,834.0,7.0,1.0,78.0,64.0,NO,53,1
K > 24 month,500.0,1.0,498.0,166.0,2.0,0.0,0.0,1.0,NO,3,1
K > 24 month,2200.0,7.0,2198.0,733.0,7.0,3240.0,1.0,12.0,NO,26,1
K > 24 month,7750.0,17.0,8121.0,2707.0,25.0,12081.0,34.0,166.0,NO,53,1
K > 24 month,4000.0,4.0,4009.0,1336.0,7.0,7164.0,4.0,16.0,NO,53,1
K > 24 month,300.0,2.0,299.0,100.0,3.0,93.0,8.0,1.0,NO,37,1
K > 24 month,5000.0,12.0,4989.0,1663.0,17.0,7172.0,1.0,1.0,NO,28,1
K > 24 month,1200.0,2.0,1200.0,400.0,2.0,1627.0,2.0,14.0,NO,3,1
I 18-21 month,500.0,1.0,500.0,167.0,1.0,2042.0,6.0,4.0,NO,6,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,483.0,50.0,18.0,NO,9,1
K > 24 month,3350.0,9.0,3348.0,1116.0,11.0,4016.0,7.0,2.0,NO,10,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,0.0,8.0,NO,21,1
K > 24 month,2950.0,7.0,2944.0,981.0,7.0,5.0,17.0,4.0,NO,4,1
K > 24 month,4000.0,5.0,4193.0,1398.0,6.0,10130.0,1.0,16.0,NO,7,1
K > 24 month,1900.0,5.0,1937.0,646.0,6.0,1271.0,25.0,11.0,NO,11,1
K > 24 month,1500.0,3.0,1483.0,494.0,3.0,0.0,21.0,4.0,NO,11,1
K > 24 month,11400.0,24.0,10895.0,3632.0,30.0,21558.0,192.0,20.0,NO,57,1
K > 24 month,2500.0,4.0,2500.0,833.0,4.0,2815.0,138.0,3.0,NO,32,1
K > 24 month,200.0,1.0,184.0,61.0,2.0,1024.0,8.0,0.0,NO,12,1
I 18-21 month,2000.0,4.0,1149.0,383.0,3.0,0.0,36.0,6.0,NO,37,1
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,1654.0,105.0,39.0,NO,16,1
K > 24 month,700.0,2.0,700.0,233.0,2.0,1.0,79.0,4.0,NO,5,1
K > 24 month,2000.0,2.0,2250.0,750.0,5.0,6210.0,5.0,1.0,NO,5,1
K > 24 month,1000.0,1.0,999.0,333.0,2.0,1026.0,0.0,1.0,NO,12,1
K > 24 month,28700.0,57.0,29551.0,9850.0,60.0,2.0,1013.0,744.0,NO,62,1
K > 24 month,500.0,1.0,500.0,167.0,1.0,22.0,6.0,13.0,NO,7,1
H 15-18 month,1700.0,4.0,1743.0,581.0,10.0,56.0,2.0,7.0,NO,24,1
K > 24 month,300.0,2.0,282.0,94.0,2.0,0.0,6.0,1.0,NO,22,1
K > 24 month,4500.0,9.0,5457.0,1819.0,13.0,11433.0,27.0,32.0,NO,36,1
K > 24 month,2000.0,10.0,1998.0,666.0,12.0,2065.0,0.0,1.0,NO,22,1
K > 24 month,1600.0,3.0,1586.0,529.0,4.0,1170.0,0.0,13.0,NO,1,1
K > 24 month,11500.0,34.0,11358.0,3786.0,38.0,16269.0,29.0,37.0,NO,62,1
H 15-18 month,2500.0,5.0,2501.0,834.0,7.0,438.0,9.0,9.0,NO,1,1
K > 24 month,500.0,1.0,1500.0,500.0,2.0,228.0,6.0,23.0,NO,19,1
K > 24 month,1300.0,4.0,1400.0,467.0,4.0,144.0,1.0,24.0,NO,1,1
K > 24 month,1000.0,2.0,1000.0,333.0,3.0,41.0,0.0,0.0,NO,6,1
K > 24 month,750.0,2.0,750.0,250.0,2.0,61.0,99.0,32.0,NO,1,1
K > 24 month,250.0,1.0,241.0,80.0,1.0,0.0,1.0,0.0,NO,5,1
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,389.0,28.0,28.0,NO,22,1
K > 24 month,450.0,1.0,501.0,167.0,2.0,0.0,2.0,0.0,NO,22,1
K > 24 month,5400.0,12.0,5401.0,1800.0,13.0,0.0,9.0,157.0,NO,38,1
K > 24 month,1800.0,3.0,2350.0,783.0,7.0,4567.0,9.0,3.0,NO,10,1
K > 24 month,1200.0,8.0,1201.0,400.0,11.0,1023.0,1.0,5.0,NO,21,1
K > 24 month,13825.0,22.0,14123.0,4708.0,20.0,2646.0,491.0,31.0,NO,4,1
K > 24 month,3000.0,4.0,1997.0,666.0,7.0,68.0,301.0,59.0,NO,51,1
I 18-21 month,6500.0,7.0,6500.0,2167.0,7.0,19879.0,3.0,2.0,NO,4,1
K > 24 month,2200.0,7.0,2396.0,799.0,8.0,82.0,321.0,49.0,NO,9,1
K > 24 month,100.0,1.0,56.0,19.0,3.0,1649.0,11.0,0.0,NO,17,1
K > 24 month,2500.0,5.0,2495.0,832.0,7.0,2301.0,0.0,12.0,NO,27,1
K > 24 month,8000.0,2.0,6099.0,2033.0,3.0,7385.0,26.0,61.0,NO,15,1
K > 24 month,3100.0,5.0,3095.0,1032.0,7.0,6534.0,3.0,24.0,NO,27,1
K > 24 month,850.0,2.0,702.0,234.0,2.0,1951.0,0.0,1.0,NO,1,1
K > 24 month,1100.0,3.0,1088.0,363.0,4.0,0.0,7.0,15.0,NO,4,1
K > 24 month,3400.0,9.0,3389.0,1130.0,11.0,5378.0,3.0,1.0,NO,19,1
K > 24 month,1600.0,5.0,1621.0,540.0,7.0,3261.0,0.0,2.0,NO,15,1
K > 24 month,900.0,2.0,1396.0,465.0,3.0,373.0,4.0,1.0,NO,24,1
K > 24 month,200.0,2.0,182.0,61.0,2.0,101.0,4.0,1.0,NO,11,1
K > 24 month,250.0,1.0,250.0,83.0,1.0,0.0,8.0,3.0,NO,3,1
K > 24 month,10400.0,37.0,9247.0,3082.0,39.0,0.0,283.0,127.0,NO,47,1
K > 24 month,1200.0,4.0,1215.0,405.0,6.0,17.0,4.0,31.0,NO,16,1
K > 24 month,28000.0,4.0,24907.0,8302.0,15.0,14887.0,14.0,10.0,NO,7,1
K > 24 month,1200.0,2.0,1190.0,397.0,2.0,1426.0,1.0,6.0,NO,17,1
K > 24 month,500.0,1.0,500.0,167.0,2.0,291.0,208.0,4.0,NO,12,1
K > 24 month,9200.0,26.0,9502.0,3167.0,34.0,93.0,5668.0,123.0,NO,59,1
K > 24 month,4550.0,8.0,4240.0,1413.0,6.0,0.0,2.0,118.0,NO,6,1
K > 24 month,1150.0,3.0,1149.0,383.0,4.0,0.0,23.0,8.0,NO,16,1
K > 24 month,2650.0,10.0,2666.0,889.0,11.0,1505.0,13.0,21.0,NO,9,1
K > 24 month,1000.0,2.0,1499.0,500.0,3.0,195.0,2.0,0.0,NO,20,1
